nama_pintu_air,lokasi,latitude,longitude,tanggal,tinggi_air,status_siaga
PA. Manggarai,Ciliwung,-6.207825,106.848458,08/02/2018 10:50,7150,Normal
PS. Krukut Hulu,Krukut,-6.3439,106.798874,08/02/2018 10:50,640,Normal
Pompa Cideng,Krukut,-6.173271,106.806351,08/02/2018 10:50,-380,Normal
P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,08/02/2018 10:50,4660,Siaga 3
P.A. Marina Ancol ,Laut,-6.125585,106.830154,08/02/2018 10:50,1410,Normal
Pompa Pasar Ikan,Laut,-6.126132,106.809783,08/02/2018 11:00,1910,Siaga 3
P.A. Pluit,Waduk Pluit,-6.109076031,106.796649,08/02/2018 10:50,-1750,Normal
PS. Pesanggrahan,Pesanggrahan,-6.400528,106.831944,08/02/2018 10:50,580,Normal
PS. Angke Hulu,Angke,-6.220047,106.694137,08/02/2018 10:50,270,Normal
Pompa Tanjungan,Tanjungan,-6.106601,106.725045,08/02/2018 10:50,-100,Normal
PS. Sunter Hulu,Sunter,,,08/02/2018 11:00,450,Normal
PA. Pulo Gadung,Sunter,-6.191,106.904194,08/02/2018 10:50,3280,Normal
Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,08/02/2018 10:50,100,Normal
PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,0000-00-00 00:00:00,0,Normal
PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,30/01/2018 20:30,2840,Normal
Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,08/02/2018 10:50,1920,Normal
P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,08/02/2018 10:50,3320,Siaga 2
P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,08/02/2018 10:50,1820,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,08/02/2018 10:50,1860,Normal
P.A. Hek,Kali Baru Timur,-6.287305,106.87063,08/02/2018 10:50,1980,Siaga 3
PS. Cibogo,Ciliwung,-6.657083,106.878083,08/02/2018 11:10,490,Normal
PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,08/02/2018 11:00,580,Normal
PS. Kp. Melayu,Ciliwung,-6.225753,106.864228,08/02/2018 11:00,5190,Normal
PA. Manggarai,Ciliwung,-6.207825,106.848458,08/02/2018 11:00,7220,Normal
PS. Krukut Hulu,Krukut,-6.3439,106.798874,08/02/2018 11:00,710,Normal
Pompa Cideng,Krukut,-6.173271,106.806351,08/02/2018 11:00,-380,Normal
P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,08/02/2018 11:00,4660,Siaga 3
P.A. Marina Ancol ,Laut,-6.125585,106.830154,08/02/2018 11:00,1400,Normal
Pompa Pasar Ikan,Laut,-6.126132,106.809783,08/02/2018 11:00,1910,Siaga 3
P.A. Pluit,Waduk Pluit,-6.109076031,106.796649,08/02/2018 10:50,-1750,Normal
PS. Pesanggrahan,Pesanggrahan,-6.400528,106.831944,08/02/2018 11:00,580,Normal
PS. Angke Hulu,Angke,-6.220047,106.694137,08/02/2018 11:00,340,Normal
Pompa Tanjungan,Tanjungan,-6.106601,106.725045,08/02/2018 11:00,-100,Normal
PS. Sunter Hulu,Sunter,,,08/02/2018 11:10,450,Normal
PA. Pulo Gadung,Sunter,-6.191,106.904194,08/02/2018 11:00,3280,Normal
Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,08/02/2018 11:00,100,Normal
PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,0000-00-00 00:00:00,0,Normal
PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,30/01/2018 20:30,2840,Normal
Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,08/02/2018 11:50,1920,Normal
P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,08/02/2018 11:00,3380,Siaga 2
P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,08/02/2018 11:00,1760,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,08/02/2018 10:50,1860,Normal
P.A. Hek,Kali Baru Timur,-6.287305,106.87063,08/02/2018 11:00,1970,Siaga 3
PS. Cibogo,Ciliwung,-6.657083,106.878083,08/02/2018 11:20,490,Normal
PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,08/02/2018 11:10,570,Normal
PS. Kp. Melayu,Ciliwung,-6.225753,106.864228,08/02/2018 11:10,5190,Normal
PA. Manggarai,Ciliwung,-6.207825,106.848458,08/02/2018 11:10,7280,Normal
PS. Krukut Hulu,Krukut,-6.3439,106.798874,08/02/2018 11:10,770,Normal
Pompa Cideng,Krukut,-6.173271,106.806351,08/02/2018 11:10,-390,Normal
P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,08/02/2018 11:10,4630,Siaga 3
P.A. Marina Ancol ,Laut,-6.125585,106.830154,08/02/2018 11:10,1390,Normal
Pompa Pasar Ikan,Laut,-6.126132,106.809783,08/02/2018 11:10,1880,Siaga 3
P.A. Pluit,Waduk Pluit,-6.109076031,106.796649,08/02/2018 11:10,-1750,Normal
PS. Pesanggrahan,Pesanggrahan,-6.400528,106.831944,08/02/2018 11:10,580,Normal
PS. Angke Hulu,Angke,-6.220047,106.694137,08/02/2018 11:10,390,Normal
Pompa Tanjungan,Tanjungan,-6.106601,106.725045,08/02/2018 11:10,-100,Normal
PS. Sunter Hulu,Sunter,,,08/02/2018 11:20,450,Normal
PA. Pulo Gadung,Sunter,-6.191,106.904194,08/02/2018 11:10,3280,Normal
Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,08/02/2018 11:10,100,Normal
PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,0000-00-00 00:00:00,0,Normal
PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,30/01/2018 20:30,2840,Normal
Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,08/02/2018 11:50,1920,Normal
P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,08/02/2018 11:10,3410,Siaga 2
P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,08/02/2018 11:10,1720,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,08/02/2018 11:10,1830,Normal
P.A. Hek,Kali Baru Timur,-6.287305,106.87063,08/02/2018 11:10,2030,Siaga 2
PS. Cibogo,Ciliwung,-6.657083,106.878083,08/02/2018 11:30,490,Normal
PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,08/02/2018 11:20,570,Normal
PS. Kp. Melayu,Ciliwung,-6.225753,106.864228,08/02/2018 11:20,5190,Normal
PA. Manggarai,Ciliwung,-6.207825,106.848458,08/02/2018 11:20,7310,Normal
PS. Krukut Hulu,Krukut,-6.3439,106.798874,08/02/2018 11:20,750,Normal
Pompa Cideng,Krukut,-6.173271,106.806351,08/02/2018 11:20,-390,Normal
P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,08/02/2018 11:20,4630,Siaga 3
P.A. Marina Ancol ,Laut,-6.125585,106.830154,08/02/2018 11:20,1360,Normal
Pompa Pasar Ikan,Laut,-6.126132,106.809783,08/02/2018 11:30,1820,Siaga 3
P.A. Pluit,Waduk Pluit,-6.109076031,106.796649,08/02/2018 11:20,-1750,Normal
PS. Pesanggrahan,Pesanggrahan,-6.400528,106.831944,08/02/2018 11:20,580,Normal
PS. Angke Hulu,Angke,-6.220047,106.694137,08/02/2018 11:20,410,Normal
Pompa Tanjungan,Tanjungan,-6.106601,106.725045,08/02/2018 11:20,-100,Normal
PS. Sunter Hulu,Sunter,,,08/02/2018 11:30,450,Normal
PA. Pulo Gadung,Sunter,-6.191,106.904194,08/02/2018 11:20,3280,Normal
Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,08/02/2018 11:20,100,Normal
PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,0000-00-00 00:00:00,0,Normal
PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,30/01/2018 20:30,2840,Normal
Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,08/02/2018 11:50,1920,Normal
P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,08/02/2018 11:20,3430,Siaga 2
P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,08/02/2018 11:20,1690,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,08/02/2018 11:10,1830,Normal
P.A. Hek,Kali Baru Timur,-6.287305,106.87063,08/02/2018 11:20,1980,Siaga 3
PS. Cibogo,Ciliwung,-6.657083,106.878083,08/02/2018 11:40,490,Normal
PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,08/02/2018 11:30,570,Normal
PS. Kp. Melayu,Ciliwung,-6.225753,106.864228,08/02/2018 11:30,5190,Normal
PA. Manggarai,Ciliwung,-6.207825,106.848458,08/02/2018 11:30,7330,Normal
PS. Krukut Hulu,Krukut,-6.3439,106.798874,08/02/2018 11:30,720,Normal
Pompa Cideng,Krukut,-6.173271,106.806351,08/02/2018 11:30,-390,Normal
P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,08/02/2018 11:30,4630,Siaga 3
P.A. Marina Ancol ,Laut,-6.125585,106.830154,08/02/2018 11:30,1310,Normal
Pompa Pasar Ikan,Laut,-6.126132,106.809783,08/02/2018 11:40,1790,Siaga 3
P.A. Pluit,Waduk Pluit,-6.109076031,106.796649,08/02/2018 11:30,-1770,Normal
PS. Pesanggrahan,Pesanggrahan,-6.400528,106.831944,08/02/2018 11:30,580,Normal
PS. Angke Hulu,Angke,-6.220047,106.694137,08/02/2018 11:30,440,Normal
Pompa Tanjungan,Tanjungan,-6.106601,106.725045,08/02/2018 11:30,-100,Normal
PS. Sunter Hulu,Sunter,,,08/02/2018 11:40,450,Normal
PA. Pulo Gadung,Sunter,-6.191,106.904194,08/02/2018 11:30,3280,Normal
Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,08/02/2018 11:30,100,Normal
PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,0000-00-00 00:00:00,0,Normal
PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,30/01/2018 20:30,2840,Normal
Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,08/02/2018 11:50,1920,Normal
P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,08/02/2018 11:30,3450,Siaga 2
P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,08/02/2018 11:30,1660,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,08/02/2018 11:30,1770,Normal
P.A. Hek,Kali Baru Timur,-6.287305,106.87063,08/02/2018 11:30,1910,Siaga 3
PS. Cibogo,Ciliwung,-6.657083,106.878083,08/02/2018 11:50,490,Normal
PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,08/02/2018 11:40,570,Normal
PS. Kp. Melayu,Ciliwung,-6.225753,106.864228,08/02/2018 11:40,5190,Normal
PA. Manggarai,Ciliwung,-6.207825,106.848458,08/02/2018 11:40,7330,Normal
PS. Krukut Hulu,Krukut,-6.3439,106.798874,08/02/2018 11:40,690,Normal
Pompa Cideng,Krukut,-6.173271,106.806351,08/02/2018 11:40,-380,Normal
P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,08/02/2018 11:40,4630,Siaga 3
P.A. Marina Ancol ,Laut,-6.125585,106.830154,08/02/2018 11:40,1310,Normal
Pompa Pasar Ikan,Laut,-6.126132,106.809783,08/02/2018 11:40,1790,Siaga 3
P.A. Pluit,Waduk Pluit,-6.109076031,106.796649,08/02/2018 11:40,-1780,Normal
PS. Pesanggrahan,Pesanggrahan,-6.400528,106.831944,08/02/2018 11:40,580,Normal
PS. Angke Hulu,Angke,-6.220047,106.694137,08/02/2018 11:40,460,Normal
Pompa Tanjungan,Tanjungan,-6.106601,106.725045,08/02/2018 11:40,-100,Normal
PS. Sunter Hulu,Sunter,,,08/02/2018 11:50,450,Normal
PA. Pulo Gadung,Sunter,-6.191,106.904194,08/02/2018 11:40,3280,Normal
Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,08/02/2018 11:40,100,Normal
PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,0000-00-00 00:00:00,0,Normal
PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,30/01/2018 20:30,2840,Normal
Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,08/02/2018 11:50,1920,Normal
P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,08/02/2018 11:40,3460,Siaga 2
P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,08/02/2018 11:40,1640,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,08/02/2018 11:40,1740,Normal
P.A. Hek,Kali Baru Timur,-6.287305,106.87063,08/02/2018 11:40,1890,Siaga 3
PS. Cibogo,Ciliwung,-6.657083,106.878083,08/02/2018 12:00,480,Normal
PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,08/02/2018 11:50,570,Normal
PS. Kp. Melayu,Ciliwung,-6.225753,106.864228,08/02/2018 11:50,5190,Normal
PA. Manggarai,Ciliwung,-6.207825,106.848458,08/02/2018 11:50,7330,Normal
PS. Krukut Hulu,Krukut,-6.3439,106.798874,08/02/2018 11:50,670,Normal
Pompa Cideng,Krukut,-6.173271,106.806351,08/02/2018 11:50,-380,Normal
P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,08/02/2018 11:50,4620,Siaga 3
P.A. Marina Ancol ,Laut,-6.125585,106.830154,08/02/2018 11:50,1290,Normal
Pompa Pasar Ikan,Laut,-6.126132,106.809783,08/02/2018 12:00,1820,Siaga 3
P.A. Pluit,Waduk Pluit,-6.109076031,106.796649,08/02/2018 11:50,-1780,Normal
PS. Pesanggrahan,Pesanggrahan,-6.400528,106.831944,08/02/2018 11:50,580,Normal
PS. Angke Hulu,Angke,-6.220047,106.694137,08/02/2018 11:50,460,Normal
Pompa Tanjungan,Tanjungan,-6.106601,106.725045,08/02/2018 11:50,-100,Normal
PS. Sunter Hulu,Sunter,,,08/02/2018 12:00,450,Normal
PA. Pulo Gadung,Sunter,-6.191,106.904194,08/02/2018 11:50,3280,Normal
Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,08/02/2018 11:50,100,Normal
PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,0000-00-00 00:00:00,0,Normal
PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,30/01/2018 20:30,2840,Normal
Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,08/02/2018 11:50,1920,Normal
P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,08/02/2018 11:50,3480,Siaga 2
P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,08/02/2018 11:50,1610,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,08/02/2018 11:50,1710,Normal
P.A. Hek,Kali Baru Timur,-6.287305,106.87063,08/02/2018 11:50,1870,Siaga 3
PS. Cibogo,Ciliwung,-6.657083,106.878083,08/02/2018 12:00,480,Normal
PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,08/02/2018 12:00,570,Normal
PS. Kp. Melayu,Ciliwung,-6.225753,106.864228,08/02/2018 12:00,5190,Normal
PA. Manggarai,Ciliwung,-6.207825,106.848458,08/02/2018 12:00,7320,Normal
PS. Krukut Hulu,Krukut,-6.3439,106.798874,08/02/2018 12:00,650,Normal
Pompa Cideng,Krukut,-6.173271,106.806351,08/02/2018 12:00,-380,Normal
P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,08/02/2018 12:00,4620,Siaga 3
P.A. Marina Ancol ,Laut,-6.125585,106.830154,08/02/2018 12:00,1260,Normal
Pompa Pasar Ikan,Laut,-6.126132,106.809783,08/02/2018 12:10,1770,Siaga 3
P.A. Pluit,Waduk Pluit,-6.109076031,106.796649,08/02/2018 12:00,-1780,Normal
PS. Pesanggrahan,Pesanggrahan,-6.400528,106.831944,08/02/2018 12:00,580,Normal
PS. Angke Hulu,Angke,-6.220047,106.694137,08/02/2018 12:00,520,Normal
Pompa Tanjungan,Tanjungan,-6.106601,106.725045,08/02/2018 12:00,-100,Normal
PS. Sunter Hulu,Sunter,,,08/02/2018 12:10,450,Normal
PA. Pulo Gadung,Sunter,-6.191,106.904194,08/02/2018 12:00,3280,Normal
Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,08/02/2018 12:00,100,Normal
PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,0000-00-00 00:00:00,0,Normal
PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,30/01/2018 20:30,2840,Normal
Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,08/02/2018 12:00,1930,Normal
P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,08/02/2018 12:00,3490,Siaga 2
P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,08/02/2018 12:00,1600,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,08/02/2018 12:00,1720,Normal
P.A. Hek,Kali Baru Timur,-6.287305,106.87063,08/02/2018 12:00,1850,Siaga 3
PS. Cibogo,Ciliwung,-6.657083,106.878083,08/02/2018 12:20,470,Normal
PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,08/02/2018 12:10,570,Normal
PS. Kp. Melayu,Ciliwung,-6.225753,106.864228,08/02/2018 12:10,5190,Normal
PA. Manggarai,Ciliwung,-6.207825,106.848458,08/02/2018 12:10,7310,Normal
PS. Krukut Hulu,Krukut,-6.3439,106.798874,08/02/2018 12:10,640,Normal
Pompa Cideng,Krukut,-6.173271,106.806351,08/02/2018 12:10,-380,Normal
P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,08/02/2018 12:10,4620,Siaga 3
P.A. Marina Ancol ,Laut,-6.125585,106.830154,08/02/2018 12:10,1260,Normal
Pompa Pasar Ikan,Laut,-6.126132,106.809783,08/02/2018 12:10,1770,Siaga 3
P.A. Pluit,Waduk Pluit,-6.109076031,106.796649,08/02/2018 12:10,-1780,Normal
PS. Pesanggrahan,Pesanggrahan,-6.400528,106.831944,08/02/2018 12:10,580,Normal
PS. Angke Hulu,Angke,-6.220047,106.694137,08/02/2018 12:10,540,Normal
Pompa Tanjungan,Tanjungan,-6.106601,106.725045,08/02/2018 12:10,-100,Normal
PS. Sunter Hulu,Sunter,,,08/02/2018 12:20,450,Normal
PA. Pulo Gadung,Sunter,-6.191,106.904194,08/02/2018 12:10,3280,Normal
Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,08/02/2018 12:10,100,Normal
PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,0000-00-00 00:00:00,0,Normal
PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,30/01/2018 20:30,2840,Normal
Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,08/02/2018 12:10,1930,Normal
P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,08/02/2018 12:10,3490,Siaga 2
P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,08/02/2018 12:10,1580,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,08/02/2018 12:10,1720,Normal
P.A. Hek,Kali Baru Timur,-6.287305,106.87063,08/02/2018 12:10,1910,Siaga 3
PS. Cibogo,Ciliwung,-6.657083,106.878083,08/02/2018 12:30,500,Normal
PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,08/02/2018 12:20,560,Normal
PS. Kp. Melayu,Ciliwung,-6.225753,106.864228,08/02/2018 12:20,5190,Normal
PA. Manggarai,Ciliwung,-6.207825,106.848458,08/02/2018 12:20,7290,Normal
PS. Krukut Hulu,Krukut,-6.3439,106.798874,08/02/2018 12:20,640,Normal
Pompa Cideng,Krukut,-6.173271,106.806351,08/02/2018 12:20,-380,Normal
P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,08/02/2018 12:20,4610,Siaga 3
P.A. Marina Ancol ,Laut,-6.125585,106.830154,08/02/2018 12:20,1250,Normal
Pompa Pasar Ikan,Laut,-6.126132,106.809783,08/02/2018 12:30,1790,Siaga 3
P.A. Pluit,Waduk Pluit,-6.109076031,106.796649,08/02/2018 12:20,-1780,Normal
PS. Pesanggrahan,Pesanggrahan,-6.400528,106.831944,08/02/2018 12:20,580,Normal
PS. Angke Hulu,Angke,-6.220047,106.694137,08/02/2018 12:20,550,Normal
Pompa Tanjungan,Tanjungan,-6.106601,106.725045,08/02/2018 12:20,-100,Normal
PS. Sunter Hulu,Sunter,,,08/02/2018 12:30,450,Normal
PA. Pulo Gadung,Sunter,-6.191,106.904194,08/02/2018 12:20,3280,Normal
Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,08/02/2018 12:20,100,Normal
PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,0000-00-00 00:00:00,0,Normal
PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,30/01/2018 20:30,2840,Normal
Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,08/02/2018 12:20,1920,Normal
P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,08/02/2018 12:20,3500,Siaga 1
P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,08/02/2018 12:20,1570,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,08/02/2018 12:20,1720,Normal
P.A. Hek,Kali Baru Timur,-6.287305,106.87063,08/02/2018 12:20,1870,Siaga 3
PS. Cibogo,Ciliwung,-6.657083,106.878083,08/02/2018 12:30,500,Normal
PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,08/02/2018 12:30,560,Normal
PS. Kp. Melayu,Ciliwung,-6.225753,106.864228,08/02/2018 12:30,5190,Normal
PA. Manggarai,Ciliwung,-6.207825,106.848458,08/02/2018 12:30,7290,Normal
PS. Krukut Hulu,Krukut,-6.3439,106.798874,08/02/2018 12:30,630,Normal
Pompa Cideng,Krukut,-6.173271,106.806351,08/02/2018 12:30,-380,Normal
P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,08/02/2018 12:30,4610,Siaga 3
P.A. Marina Ancol ,Laut,-6.125585,106.830154,08/02/2018 12:30,1250,Normal
Pompa Pasar Ikan,Laut,-6.126132,106.809783,08/02/2018 12:40,1760,Siaga 3
P.A. Pluit,Waduk Pluit,-6.109076031,106.796649,08/02/2018 12:30,-1790,Normal
PS. Pesanggrahan,Pesanggrahan,-6.400528,106.831944,08/02/2018 12:30,580,Normal
PS. Angke Hulu,Angke,-6.220047,106.694137,08/02/2018 12:30,560,Normal
Pompa Tanjungan,Tanjungan,-6.106601,106.725045,08/02/2018 12:30,-100,Normal
PS. Sunter Hulu,Sunter,,,08/02/2018 12:40,450,Normal
PA. Pulo Gadung,Sunter,-6.191,106.904194,08/02/2018 12:30,3280,Normal
Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,08/02/2018 12:30,100,Normal
PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,0000-00-00 00:00:00,0,Normal
PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,30/01/2018 20:30,2840,Normal
Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,08/02/2018 12:30,1920,Normal
P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,08/02/2018 12:30,3510,Siaga 1
P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,08/02/2018 12:30,1560,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,08/02/2018 12:30,1700,Normal
P.A. Hek,Kali Baru Timur,-6.287305,106.87063,08/02/2018 12:30,1860,Siaga 3
PS. Cibogo,Ciliwung,-6.657083,106.878083,08/02/2018 12:50,500,Normal
PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,08/02/2018 12:40,560,Normal
PS. Kp. Melayu,Ciliwung,-6.225753,106.864228,08/02/2018 12:40,5190,Normal
PA. Manggarai,Ciliwung,-6.207825,106.848458,08/02/2018 12:40,7280,Normal
PS. Krukut Hulu,Krukut,-6.3439,106.798874,08/02/2018 12:40,630,Normal
Pompa Cideng,Krukut,-6.173271,106.806351,08/02/2018 12:40,-380,Normal
P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,08/02/2018 12:40,4610,Siaga 3
P.A. Marina Ancol ,Laut,-6.125585,106.830154,08/02/2018 12:40,1240,Normal
Pompa Pasar Ikan,Laut,-6.126132,106.809783,08/02/2018 12:40,1760,Siaga 3
P.A. Pluit,Waduk Pluit,-6.109076031,106.796649,08/02/2018 12:40,-1790,Normal
PS. Pesanggrahan,Pesanggrahan,-6.400528,106.831944,08/02/2018 12:40,580,Normal
PS. Angke Hulu,Angke,-6.220047,106.694137,08/02/2018 12:40,600,Normal
Pompa Tanjungan,Tanjungan,-6.106601,106.725045,08/02/2018 12:40,-100,Normal
PS. Sunter Hulu,Sunter,,,08/02/2018 12:50,450,Normal
PA. Pulo Gadung,Sunter,-6.191,106.904194,08/02/2018 12:40,3280,Normal
Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,08/02/2018 12:40,100,Normal
PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,0000-00-00 00:00:00,0,Normal
PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,30/01/2018 20:30,2840,Normal
Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,08/02/2018 12:40,1920,Normal
P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,08/02/2018 12:40,3520,Siaga 1
P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,08/02/2018 12:40,1550,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,08/02/2018 12:30,1700,Normal
P.A. Hek,Kali Baru Timur,-6.287305,106.87063,08/02/2018 12:40,1850,Siaga 3
PS. Cibogo,Ciliwung,-6.657083,106.878083,08/02/2018 12:50,500,Normal
PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,08/02/2018 12:50,560,Normal
PS. Kp. Melayu,Ciliwung,-6.225753,106.864228,08/02/2018 12:50,5190,Normal
PA. Manggarai,Ciliwung,-6.207825,106.848458,08/02/2018 12:50,7280,Normal
PS. Krukut Hulu,Krukut,-6.3439,106.798874,08/02/2018 12:50,630,Normal
Pompa Cideng,Krukut,-6.173271,106.806351,08/02/2018 12:50,-380,Normal
P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,08/02/2018 12:50,4610,Siaga 3
P.A. Marina Ancol ,Laut,-6.125585,106.830154,08/02/2018 12:50,1220,Normal
Pompa Pasar Ikan,Laut,-6.126132,106.809783,08/02/2018 12:50,1710,Siaga 3
P.A. Pluit,Waduk Pluit,-6.109076031,106.796649,08/02/2018 12:50,-1790,Normal
PS. Pesanggrahan,Pesanggrahan,-6.400528,106.831944,08/02/2018 12:50,580,Normal
PS. Angke Hulu,Angke,-6.220047,106.694137,08/02/2018 12:50,590,Normal
Pompa Tanjungan,Tanjungan,-6.106601,106.725045,08/02/2018 12:50,-100,Normal
PS. Sunter Hulu,Sunter,,,08/02/2018 13:00,450,Normal
PA. Pulo Gadung,Sunter,-6.191,106.904194,08/02/2018 12:50,3280,Normal
Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,08/02/2018 12:50,100,Normal
PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,0000-00-00 00:00:00,0,Normal
PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,30/01/2018 20:30,2840,Normal
